comment,date,rate,max_rate
"I was anxious to see this because I saw that Michael Bay was going to direct it but dang! Michael Bay actually pulled it off! He took one of my most cherished childhood memories and turned it into a big screen masterpiece! This was one of the most entertaining movies I've ever seen with some of the most breath-taking special effects you've never seen before! I stood up and applauded the film when the credits rolled, as did two other people in the theater, because it doesn't disappoint. The film is not entirely true to the original cartoon series but it's enough to keep you entertained with great action, comedy, and spectacular special effects.","Jul 7, 2011",10,/10
"Transformers is a must-see, and not on DVD - in theatres where the full effect can be seen and heard. Flawless CGI, a decent plot, and action throughout makes this a winning formula for all ages.FOR ME I was just amazed at what a good job they have done keeping alive the Transformers legend. I was a lukewarm fan when younger, and this was so much better than the show ever was.FOR KIDS I took my 6 and 8yos to it. I was concerned about the M rating it received in Australia, but after reading comments realised that was an unusual and inappropriate rating. In the end, the main violence/fighting is between the robots, and my kids both loved it. There were no nightmare-inducing scenes, but plenty of memorable funny moments that my kids have kept recreating since. Overall a great experience, especially since one of my kids is named after a Transformer (Jazz!).FOR WIVES I had to drag my wife along to see this movie - she really didn't want to go. In the end she said she was very tired anyway and so could enjoy the sleep. Not a chance! She stayed wide-awake from start to finish and loved the movie. Now I'm easy to please when it comes to this sort of action movie, but my wife always sleeps. The fact she stayed awake AND loved the movie speaks volumes.Really looking forward to a sequel, and many more! There are plenty more characters yet to be reintroduced to a new generation...","Jul 11, 2007",9,/10
Let my start out by saying this movie freakin rocked. The action was top notched the actors were perfect for their roles and this movie was very humorous thanks to a great job from Shia. Basically the plot is a group of soldiers in Iraq are attacked by an unknown highly advanced technological enemy who are after top secret file. Meanwhile Sam a high school student buys his first car after a series of strange events. Optimus Prime and the rest of the autobots were each given a different and great personality. This people who are saying OMG THIS MOVIE SUCKS on the boards but it is really quite awesome so don't take their word for it until you actually see this movie. This was easily better than Spiderman 3 and all the other flops this summer ( which in my opinion has been every movie this summer so far besides this and Live free or die hard). Go see it!,"Jul 5, 2007",9,/10
"I admit I am not a fan of the Transformer cartoons and/or comic books. I simply like to go to the movies. So, when I saw Transformer ratings in the 8's, I decided to go see. What I found was marginal animation, terrible everything else. After the first scene this movie just fell apart. The editor must have been drunk, the movie skips from unconnected scene to unconnected scene. There are so many holes in the story line I gave up on the story and just decided to watch the animation. I started to laugh at the movie making rather than the movie itself. There is little room in this movie for acting because of the time spent in cars being transformed into robots, time, after time, after time, after time. I bet I saw the same ""transformation"" ten times. Boring!","Jul 4, 2007",1,/10
,"Jul 16, 2007",8,/10
"Why does Hollywood constantly dish out garbage like this expecting the American populace to be utter morons,or do they know something I don't. Why does it try to be a pretentious unrealistic simian. Australian hot chick hacker who says US is my country!!?? wha?? please.. maybe they need to get a snapshot of Caltech or MIT's EE department. For once I would like to see a movie which sticks close to reality in terms of things we can identify with. I have no problems with transforming robots but showing cheap technical mumbo jumbo like oh lets just put this disk and voilà it contains messages. Easy.. Caution: Please detach brain from body before watching.","Jul 11, 2007",3,/10
"Michael Bay has outdone himself, and may not be able to do this great until ""Transforers II."" Overall, the movie was pleasing to Transformers fans, and non. I appreciated the use of the ""transforing sound effect"" but not an over use of it. The references to the original 1984 movie were great; ""Autobots, roll out""; Megatron's relationship with Starscream; and to take the cake, when Megatron and Optimus Prime meet, the immortal line, ""One shall stand, and one shall fall."" Peter Cullan as Prime was amazing, and could not have been any other way. This movie was extremely pleasing to me, as I have followed Transforers all of my life. But, what makes this movie pleasing to non-Transforers fans? I'm about to tell you. The special effects in this movie were amazing. If there is anyone out there who likes explosions and giant robots duking it out, or just an old fashioned good versus evil film, this is your movie. The movie was also quite comedic, which was great. The cinematography was excellent, especially in the robot fight sequences. As a devout Transformers fan, and also a movie lover, I rate this movie at 10 out of 10; 10 of 10 in special effects; 10 of 10 in story; 10 of 10 in action; 10 of 10 in directing. I strongly suggest this movie for anyone, and I mean anyone, because it appeals to all interests. ""Autobots, roll out!""","Jul 20, 2007",10,/10
"I'll admit, I had my doubts. Being that I'm younger and only met transformers through Beast Wars, I didn't know much about them. As soon as the video game for this movie came out, however, I was hooked. I went to the theater excited already, because most ads said July 4th, some said the 3rd, and I found a theater on the 2nd. From the opening scene, I was glued. I'm the type of person to seek out CGI errors and jumps, and all the little kinks every movie has. Whether it was the expert special effects or the overbearing fascination with the movie, I don't know, but I could not find anything substantial. This movie stepped it up where many others fell short. This was my ""summer at the movies"". My first of two complaints is that there was not enough close range fighting between transformers, however this is understandable. The second is that I have to wait until 2009 to see Michael Bay's movie adaptation of ""Prince of Persia"".","Jul 2, 2007",9,/10
"When I saw the first trailer which was only a few seconds long, something deep in my soul stirred. An excitement gathered to the point that I almost burst with anticipation......and I was NOT disappointed.The movie was absolutely fantastic! By far, the best sci-fi-meets-action film I have EVER seen. 5 minutes into it I already knew I was going to see it at least 2 more times.Lead character was funny and easy to relate to. It was like being a kid sitting in front of the TV again except now it is as awesome as it should be when you imagined them being real. I will see this again...and so will you!!!!!! Now I'm just waiting for the Thundercats movie!!!!","Jul 19, 2007",10,/10
"This is a terrible film. I can't see how any right-thinking person could say otherwise. It's insultingly lame and convoluted. I wish I had the energy to point out all of its laughable flaws but I don't.And besides, almost every other user comment lists them already.My main reason for posting is to lower the average rating, which has clearly been unfairly manipulated by studio shills.A couple of questions 'cause I need to write 10 lines apparently:Why are the autobots such pussies?What made the studio bosses think we want to watch the autobots acting like idiots and getting their asses kicked? Seriously, I'd love to hear their reasoning on this. What happened to the Australian chick and her 'token' friend?How does IMDb choose its lead comment? Why is the average rating for this film not lower, considering everyone clearly hates it?","Jul 17, 2007",2,/10
"Enough said, because those are the four things this futuristic movie relied upon. Action-filled scenes, Direction, visuals and LaBeouf. Michael Bay, after a box office success with Bad boys 2, makes a comeback with Transformers, a film based on the popular animated series. And let me just say I got what I was looking for, a simple film filled with a bad guy loses good guy wins scenario, and a film filled with heavy special effects. Michael bay directed the film to his best. And one constituent that rose above the rest was LaBeouf's tremendous performance. The Even Stevens star gives a top-notch performance filled with huge laughter, energy and the usual a teenage boy has a crush on a girl story. But above all lies the consistent and exhilarating action in the film along with the personification of the alien robots and the stunning visuals, that had me longing for more.","Dec 19, 2008",8,/10
"I will give the movie this...intense, non-stop action & excellent CG's. That's about it. It would have been a great movie if it was not called Transformers.As a kid growing up in the 80's, I do not think I missed a single episode. Needless to say, I was very disappointed with the movie. It was obvious the writers sold out to GM. Bumblebee was a VW not a camaro, Jazz was a Porche not a Solstice, Optimus was a cabover not a straight nose, Ironhide was a van, not a truck Megatron was a gun not a jet, I don't even know who Barricade and Blackout were, the robot form was nothing like the original, and they didn't have the classic sound when they transformed.In my opinion, if you are going to make a movie based off of an already existing product, don't make up your own version of what it should be like.What's next...Roots with all white actors?","Jul 8, 2007",5,/10
"I grew up a huge fan of the Transformer TV series, the original one in the 80's. I have some of the episodes on cassette and I want to buy the entire series on DVD. That is how much I like the show and it was the best cartoon series of all time in my opinion. The movie Transformers, in my opinion, would make the cartoon proud. It is an absolutely stunning and brilliantly-made film.The special effects of this film are great. The designs and interpretations of the Transformers are incredible, far beyond what I was expecting. The fight scenes are even better! Just imagine two 100-foot tall transformers going at one another! And the Transformer vs. Transformer battles are not just great, but the Transformer vs. Human battles are good too! The effects are so real as well! Not for a second did I think the effects were overdone or ridiculously fake. The special effects of this film are beyond belief and what they do to the Transformer characters. Although most of the Transformers lost their original exoskeleton designs for the movies, I was not displeased with their new exoskeleton designs.Acting is pretty solid in this film. Shia Lebeouf, Jon Voight, Josh Duhamel, Tyrese Gibson, and even Bernie Mac deliver good performances. The thing I like about the movie is that it takes a serious approach to the Transformers. But it still keeps a lot of humor in the movie. And it is not even stupid humor, it is good, solid, funny humor. A lot of it will either come from Shia Lebeouf, Bernie Mac, or the Transformers which I really like.I absolutely loved the music in the film. I felt like I was watching Batman Begins and that was fantastic. The music was terrific, I might even buy the soundtrack. The sound was great as well, just hearing the Transformers transform was terrific. The story is fantastic as well. Some of the most crucial Transformers and Decepticons are put into the movie. The story builds up more and more as it goes. I kept getting more on edge as the movie went on and I like that in a film. I disliked how they handled the story with Sam and his ""girlfriend"" Mikaela. It seemed stupid and unnecessary. Other than that, the story is easy to follow and easy to get drawn into.Finally, the Transformers themselves. I will admit, I was worried about there not being enough original and recognizable Transformers in the film but I was wrong. I do wish they had more with the Transformers in the movie though. The movie seemed to focused on the humans and not enough on the title characters. Other than that, the characters are great. They bring in 5 of the biggest characters as the core group of the Autobots which was wonderful to see. Peter Cullen voices Optimus Prime and all I can say is I think we need to give the guy an award. Lets get him an Oscar nomination, Please. Because whenever I hear him talk, my heart just starts racing. Megatron is voiced wonderfully by Hugo Weaving. You can barely tell it is Weaving because his voice is covered by a metallic voice-over which sounds terrific. I admit, I had a hard time deciphering Bumblebee. Although there is a reason for it, I had a hard time hearing him. I disliked Starscream in the movie. He looked really awkward (like a gorilla) and I was disappointed with his character. I do not want to be a spoiler, so I won't tell you any more Transformers although I would absolutely love to discuss them. One small thing, I wish Cullen would have done the voice of another Transformer in the movie. That is all I am saying!!!!!!!Transformers is more than meets the eye. I was expecting a mediocre movie and I got a terrific movie. One of the best films I have seen this year. And if you think Peter Cullen should get an Oscar nod for his performance as Optimus Prime, make a comment on my ""comment"". Maybe than we can convince the Academy Awards!","Jul 7, 2007",9,/10
"Now while I do admire the 80's film for it's grand score and acting, but that does not make me look past it's countless animation errors, plot holes, continuity errors, and just plain WTF moments. The CGI animation on the transformers was astounding and the action scenes kept me on the edge of my seat. I felt the Sam and Mikela characters were unnecessary, but I loved the army guys as well as Maggie and Glen, as well as Keller. The Transformers themselves were voiced by actors such as Peter Cullen, Hugo Weaving, Jess Harnell, Robert Foxworth, Reno Wilson, Charlie Alder, Darius McCrary, Jimmie Wood, and Mark Ryan.I do have to say it is a nice film, and has a nice plot and is nicely directed.84/100","Mar 18, 2011",8,/10
"I don't want to spoil the movie for you... but go and see Transformers in the biggest, loudest cinema you can find!I have never been a huge Michael Bay fan before, but after the Premiere last night in Wellington, New Zealand, I am a 'transformed' Michael Bay devotee (you see what I did there). God bless you Michael Bay. This film is fast-paced, laugh-out-loud funny and the special FX are mind blowing! I very much doubt that you will be be disappointed. The humor works especially well and has a real improvised tone to it. The FX really are outstanding. The digital artists at ILM deserve all the praise in the world for this film. The story... well the story is simple and clear, but who really cares when a spectacle such as Optimus Prime is kicking serious ass in front of you! I had tears in my eyes when he first transformed. Simply outstanding!-Rich","Jun 27, 2007",10,/10
The cons - This may be the most boring show I have seen in a great long while. Apparently the directors know nothing about adaptation and I don't mean a rewrite - I mean that if you hear the same sound or see the same action over and over and over... eventually you simply tune out and don't hear or see it. As far as the writing goes I guess they saved a great deal of money on writers because there was little dialog to follow even when you could hear it over the constant loud explosions.The pros - The graphics were colorful. They would have made nice posters for a kids room. What dialog there was could be amusing. The filming was well done and the special effects were up to pare. Of course when that is all there is to the movie they certainly should be decent. I liked the small transformer that turned into a humping dog at one point. That was the height of the humor of the movie.,"Aug 15, 2010",5,/10
"The movie, was fantastic. I was waiting for a whole year for it's release and it was definitely worth the wait. Best movie of the summer and last summer as well. I would recommend this movie for people who like science fiction, or mech related stories. I actually would recommend this film to anyone. The acting was top notch, the lines were creative, both the director and producer did a good job at making this movie. The moment I saw that Micheal Bay was directing, I knew it was going to be a hit, then I saw that Spielberg was going to Produce, then it was official. As far as a sequel goes, I don't know if that would be a smart move. Most sequels don't do justice and this movie would be hard to live up to. 10-must see in the theater, show to others, rent and own. 9-must see in the theater, rent, and own. 8-could see in theaters, rent. 7-Rent it 6-watch it for free on hbo or TV 6 or less, don't bother","Jul 11, 2007",10,/10
,"May 1, 2009",1,/10
"I never watched the transformers originally. My brother had some toys and that is about my only experience with these. The movie looked good though, so I went to see it yesterday. It was great! and it was the first time in awhile the audience actually clapped.Shia and the rest of the cast were all very good in their roles and well placed. The graphics were awesome and really made you want to keep your eyes open so you wouldn't miss a thing. The length was perfect, not too long, not too short. There was plenty going on to keep my interest through the whole thing.So whether you are already a Transformers fan or not, you should check out this movie soon as you can :)","Jul 5, 2007",10,/10
,"Jul 5, 2007",10,/10
"Frankly, I am not a fan of SCi-Fi movie genre, but this movie comes as a big surprise. This is not a typical Sci-Fi movie, it is not even a serious action movie and is packed with so much comedy and humor( not the cheap ones that we see in American Pie etc etc). The special effects were simply incredible (debatable as the best ever).The robots were great and the action sequences among them is just perfect. The way the robots turned themselves into Chevy Camaro and GMC Trucks is so well etched out. As for the actors, Shia LaBeouf is the perfect cast(Hollywoods future) for the lead role. He is really comic. And then his opposite sexy Megan Fox may not be that good an actress but certainly adds a package of glamor. The rest of the cast including Tyresse, Josh Duhamel, Racheal Taylor and Jon Voight do not disappoint either. The movie looks far more expensive than just $147m and could not understand how Spiderman could cost more than this one. Okay this may not be the best ever but certainly its way better than Spiderman 3, Pirates of the Caribbean- At World's End. It certainly was a relief for me as the movie that i watched before this one in the theater was the extremely pathetic EVAN ALMIGHTY.","Jul 4, 2007",10,/10
"Warning: this is a review written by a grudgy, nearly 40-year old who grew up with Transformers in the 1980's.The 2007 original is the first and last movie I watched from the infamous ""Bayformers"" series. I went to the theatre with enthusiasm, finally a live-action Transformers movie! Thought that, with modern CGI, it would have been plain simple to render our beloved Cybertronian heroes and villains on screen. Huge dispappointment when I saw that all robots had been turned into incomprehensible walking masses of metal junk. The Decepticons especially had nothing at all of the characters from the cartoon and comics. At least, the Autobots had the names of the historical characters, while the 'cons were completely invented out of the blue, save for Megatron and Starscream.The worst part about this movie, and all its disgraceful sequels, is that the main characters are not the Transformers themselves, but their human allies! US soldiers blowing up Decepticons with human military weapons!? Excuse me!? The leading topic of the whole Transformers franchise always was that Cybertronians are so advanced and powerful that humans are helpless again them. Only the Autobots can stop the Decepticons, we all know that. One of the most memorable episodes of the 1980's cartoons shows the whole Decepticon air squad obliterating US aviation. ""Even Earth's best pilots can't anything against us"", said Megatron after the memorable sequence. Who needs the Autobot if a single marine soldier can destroy a Decepticon by shootig a rocket launcher in his ""balls""?Enough said. It's now 2019, and fortunately the Bayformers franchise came to an end. Hopefully, if a reboot will be done in the next decade, it will be with good ol' 1980's characters for us old men.","Jul 31, 2019",1,/10
,"Jun 28, 2007",9,/10
,"Mar 25, 2010",2,/10
"All right, hands down, in my opinion, this was the best action movie I have seen so far. I sat in the theater speechless, always anxious to see what was next. I loved loved LOVED it, but of course, it had its low points. The fighting between the robots were near to perfection (although very unrealistic when dealing with reactions of citizens and Sam's parents) and were possibly the best parts in the movie. You gotta love those slow-motion transforming parts. However, I absolutely hated the dialog of the robots. They said some pretty cheesy and unnecessary things. I wasn't feeling their voices either but I guess that was as good as it can get. And, I'm starting to warm up to Shia. I despised his role in the Disney series Even Stevens, but seeing his role in Disturbia and now Transformers, I think he will become or already is a great actor. Now about Megan Fox... she's hot. Extremely hot. But I walked in the theaters not expecting much from her character and as soon as I saw the first scene she was in, I knew I was right. She seldom did much to help and she's not a very good actress. She seems like a total girly girl even though she knew a lot about trucks. I don't know about you, but if I was dragged involuntarily to deal with massive destructive robots, I'd be screaming my ass off and not just tragically stare at the scary robots. There were some parts that confused me when I would just be like WTF ARE THEY SAYING but this movie is all about action and Michael Bay pretty much nailed it. And I was expecting Megatron's defeat to be much more... action-y. Oh well. As long as there's a sequel, I ain't complaining. Good job, Michael Bay. 9/10 for me.","Jul 8, 2007",9,/10
"Transformers was what I wanted and hoped it would be! I prayed that this franchise would not get ruined by Hollywood like so many others before it. The movie is fun! That is all I can say. Transformers doesn't take itself to seriously. It knows it is a movie about 30 foot tall robots fighting it out, and how crazy that would seem to us if it really happened! With this in mind, the movie is full of witty jokes about the situation. This only ads to the enjoyment of the movie. If you think, ""The Transformers need to be serious!"" Well, if you feel it's too kiddy while you watch it, wait for the ending 45 minutes. You will be happy! The story line was very good I thought. Simple and to the point. There is plenty more to come! (keep reading).The CG was AMAZING! I found myself during one scene looking at what I really thought were two huge robots beating the crap out of each other. It looked so REAL! This is what great CG looks like and is where it is going! I got goose-bumps more than 10 times through out the movie! I wanted to get up and cheer for the Autobots! This is what a great movie is about! From action, adventure, science fiction, comedy, and a great ""we've only just begun"" ending, to the underlying tones of love and friendship, Transformers delivered on all levels!I am very happy with this movie!!","Jul 2, 2007",10,/10
"well in your faces all jocks and freaks. who is on top of you now. The geeks have inherited the earth. pixar, transformers, LOTR, King Kong , When was the last time a film without cgi or sci-fi , fantasy theme was a hit. Thanks to all the SuperGeeks, bill gates, steve jobs, google guys, internet, pixar, Lucas, Spielberg. as bill gates said, ""be nice to geeks, chances are you will end up working for one of them"". As tech will come to everywhere , so shall more opportunities, professions will disappear and only geeks will remain. . . . __________ ___________________ ________________ _____________ _____________ ______ ______","Jul 9, 2007",10,/10
,"Jun 20, 2009",1,/10
,"Jul 2, 2007",10,/10
"Thank you for ruining one of my favorite cartoon shows, Michael Bay. Transformers is not a terrible movie, but it is not good either. Shia LeBeouf is the lone bright spot in a film that drags, has multiple extraneous plot lines (the computer programmers, Sector 7, the Army unit, etc.), and many unnecessary attempts at humor. Bernie Mac has a hilarious cameo at the beginning as a used car salesman, but Anthony Anderson's cameo as a computer hacker is annoying and pointless. Similarly, the phenomenal John Turturro is forced to play an irritating G-man who does not contribute anything the plot of the film, but attempts to conjure cheap laughs instead. The focus of the movie should have been on plot rather than making it a film that everyone can somewhat enjoy.My biggest gripe, however, is the lack of character development for the Autobots (the good transformers) and Decepticons (the evil transformers). Optimus Prime, the leader of the Autobots, is the only robot with any significant screen-time besides Bumblebee, who is a silent Camaro for most of the film. The transformers should have been the stars of the movie, not the human characters who help them. Characters like Starscream, Bumblebee, Hot Rod (who's not even in the film despite being the #2 Autobot), Jazz, Soundwave, Frenzy, etc. are integral parts of the TV series and cartoon movie, yet they are barely in the film and nearly impossible to tell apart in the battle scenes. Also, Megatron is only in the film for a few minutes and turns into an airplane rather than the giant gun that he is supposed to be. How can the antagonist only be in the film for the last scene? To top off night of epic disappointment, there was no Stan Bush song on the soundtrack. Whos is Stan Bush you say? Only the musical god who rocked our socks off with ""Dare"" and ""The Touch"" in the original film. Bay opted for Linkin Park instead...F+ for that decision. There was also no mention of energon cubes, the matrix of leadership, or Unicron. Granted, only hardcore fans know what I'm talking about, but many of the 20-somthings who went to see this movie grew up watching the show and were probably as disappointed as I was with the lack of effort to stay true to the show.While the visual effects are stunning, the plot wanders like lost child at the fair and the transformers are presented as little more than advanced machines. For anyone who truly enjoyed the cartoon show and movie, avoid this film.","Jul 3, 2007",5,/10
"I'm a TF fan from the beginning. I remember the first episodes of Transformers, and have followed them throughout every iteration: the good, the bad, the ugly...I went to see the original Transformers The Movie back in the 80's. With that being said, when I first heard they were doing the live action version, I was 10 years old again with the amount of excitement I had (I'm 30 now).Last night I got to see the Sneak Preview, and let me tell you...I waited 20 years for this..........and it DID NOT DISAPPOINT.Any little nit-picky stuff that fans might have brought up (like flames on Optimus, or Megatron being redesigned, or anything else, for that matter) all goes out the window with the very first sequence. I literally found myself on the edge of my seat with my head resting on my hands, bouncing like a kid with excitement because this movie was THAT FUN. The audience cheered at the first appearance of Optimus; the reaction to the entire movie was incredible, and at the end EVERYONE CHEERED.Michael Bay came off in one of his interviews as being a bit arrogant. You know what? He had a right to be. He knew EXACTLY what he'd done...and it was incredible.THIS IS WHAT SUMMER BLOCKBUSTERS SHOULD BE.GO SEE IT.","Jul 3, 2007",10,/10
"No SpoilersGutted, 100% gutted. Gutted at the fact I have to wait another 23 days before I can watch this again. OMFG this is the best movie I have ever seen ever. Godfather II, suck my balls. Cassablanca, go hide in the corner you no good pile of horse manure. Star Wars, Bet you wish you were made in 2007 with Michael Bay directing!OK - It was in English which was great (saw it in Norway), apart from a few times the transformers spoke to each other in cybertronian, with Norwegian subtitles. Never mind, the crowd laughed and I can wait to see what these 5 or 6 lines I missed were.My Review.....Non stop action. And them some. I know you can't start a sentence with and, but never mind, I'm in far too good a mood to worry about crap like that. In fact, my 30 years on this planet may just have been a build up to those last 2 hours. Explosions, fighting, explosions, sexy ladies, explosions, some big f'n robots and some more explosions. Oh yea, this might also be one of the funniest movies I have seen for a long time.Plot wise, good robots, bad robots, humans in between and they're all searching for something. Which they find as you'd expect and everyone fights over it. That's about it really. But, my God! I am still shaking with excitement, it's just pure carnage from start to finish. I cheered a few times while watching this, as did the rest of the audience. We clapped in unison, laughed in unison and occasionally there were about 120 people saying oooooo and aaaaaaaa in unison. Bay has done a fantastic job with this. I was expecting a no brainer movie and I got it. He did me proud (so I guess I don't have to hunt him down to kill him now Laughing) and he did it with an extra loud bang.Will kids love this movie? Yup Will 30yo's love this movie? Yup (and then some) Will older people love this movie? - To be honest, I am not sure that they all will. It's so fast paced and loud that I can imagine some old dear being taken out of the cinema with a cardiac condition. But she will probably have a smile on her face....There was a hell of a lot of in jokes, references to other movies, actors who have Transformers connections and in general it is a geek fest. I won't spoil it for you. I will probably have to watch it 2 or 3 times to pick up on them all.The acting.If you've read the Empire review, you'll see that they single out Le Beouf for praise. He deserves this. He was fantastic. His comic timing helped make this movie and had someone like Tom Cruise, Bruce Willis, Tom Hanks (when they were younger) played this part the movie may not have worked. Le Beouf manages to bring the movie down to earth and keep it there. It's so real what he says and does and I can totally emphasise with his character, as will most geeks like us! comparisons to woody Allen - I say give it time but he can do it. Megan looked fantastic and was actually very good on screen. She got more time then she ever gets in Hope and Faith and she will turn out to be a big star. Josh Duhamel was very likable and it was always fun when he was up there. The rest of the cast also did a good job with no real notable bad turns.So, as you may have gathered I liked this movie a hell of a lot but do I have any complaints. Yup, I do. There is not enough screen time for some of the Transformers. I guess that with sequels in mind they will get more eventually, I guess as it's the ""introduction"" movie we should have expected that. Also the way that some of the humans, (especially government ones) react to some situations is almost comical. I think that it's meant to be that way but some gain no respect for this. They don't give any indication that they could do their job if if weren't for the smart kids running around helping them.Other than that. Brilliant.10/10I am sorry if this is was a bit disjointed as a review but I am very excited and my blood is still pumping.","Jul 4, 2007",10,/10
"Overall, a great action movie. But it could've been so much more.As a film, it had everything that people new to Transformers would like. Action, a bit of comedy and a bit of romance with Hollywood A Grade special effects.But if you knew the storyline of the original Transformers... you'd realize one thing... The Autobots and Decepticons are the main characters. Hence, the reason for my title, as this film is indeed Independence day, mixed with some Alien Vs Predator action. I find it really hard to enjoy an adapted film when it doesn't follow it's source material.Michael Bay does a good job with telling the action. But since I'm looking at the film in a director's point of view, action and adventure isn't enough. Telling a story is important. Unfortunately, the story is lacking in this film. It is very lenient and even though there was 3 Hours to tell the story, there wasn't much character development, as there were too many parallel story lines and characters.Robot design as great and realistic. Megatron is as cool as he should be. But screen time for these characters... hhhmmm...I really do hope that the sequel will be much better. I hope that it will be the Judgement Day of Transformers as it was for Terminator. What was great about Terminator 2 was it's deep storyline, focusing on the Terminator and the mythology.I'm guessing this film was to introduce to the entire world of Transformers. And I really wish that in T2, they will have more elements from the animation which made it such a hit. As the real protagonists are meant to be the Cybertronians themselves.","Jun 28, 2007",8,/10
,"Jun 5, 2010",1,/10
,"Jul 5, 2007",10,/10
"Films like Transformers have just lost all sense of reality. I know sci-fi cannot be 100% realistic, but there has to be a limit. Transformers just goes on and on for over 2 hours, action scene after action scene. Sure, the special effects are great, although a little annoying at times as it's a little too in your face and close-up. The plot is really feeble, which is why I guess they had to pack it so full of action. I get the feeling that Hollywood is continuously trying to out-do itself, and with films like this has forgotten the importance of a convincing storyline and a semblance of reality! As I watched I just got the feeling that nobody of any importance was ever going to die, whether the transformers or the actors, no matter how far they were thrown are how hard they were hit, despite buildings falling all around them. To add to the disappointment, we were treated to some terribly cringe worthy lines from some of the transformers towards the end. I think films like Transformers are simply an insult to the public's intelligence, but judging by some of the reviews here I'm perhaps living on another planet.","Aug 5, 2008",4,/10
"I went into this movie with extremely high expectations, being that I'm a huge fan. Let me just say it was even better that I could have imagined. Everything about this movie is pure entertainment, and all out fun! Many criticise Michael Bay for his over the top extravagance when it comes to his movies. Suffice to say, Transformers is not the sort of franchise that would benefit from a softly softly approach to the film. Bay was definitely the best choice to direct, as he has produced some of the most jaw droppingly amazing action sequences ever seen. What struck me the most was the how believable the interaction was between the Transformers and the humans (well, as believable as a 20 metre tall alien robot can be). There is plenty of humour and a pleasing amount of cheesiness present throughout, which makes for an extremely entertaining total package. I can't recommend Transformers highly enough, and have no hesitation in giving it 10/10","Jul 3, 2007",10,/10
,"Jun 28, 2007",9,/10
"perfect isn't enough to describe the movie. the movie was made very very very clean, especially when they transform. it is one heck of a joyride. you still want for more, and more. you, hope that the movie never ends once you had your seat. Michael Bay, did the best out of it. It made the movie industry up a notch. i hope there will be sequel to it. and i bet titanic will be off the record. *laughs* i just wished the movie had more of the fight scenes, like the movie will last for 3 hrs just for extended scenes. or maybe putting spoof scenes in the end after credits. maybe that would be a good one. *lol* but still the movie is SUPERB.","Jul 9, 2007",8,/10
"Parents, sector seven agent and Megan fox destroy this movie. Don't understand people that gave this above a 5. Are you blind?From this it only get worse by every movie. Explosions, explosion and explosions. It's like the movie Idiocracy. Everything is stupid and ridiculous. I hope someone, not Michael Bay, makes new movies whit transformers and just make it good. Now the whole series is a joke and I regret watching it. This was the only movie I watched on cinema the other ones I just skipped and skipped. The only thing good with this movie was Jon Voight as John Keller. Sorry it is what it is.","Jul 5, 2023",5,/10
,"Jul 3, 2007",10,/10
"These days it seems every move that comes out, whether it's an epic like ""The Departed"" or a complete piece of crap like ""Transformers"", gets an average score of 8.You people who don't know a good movie from pure junk should find another website. This one is for serious movie watchers.Transformers was stupid, infantile, predictable and boring. The only relatively entertaining scene was at the kid's house with the transforms hiding all over the place. Not even the special effects/animation was any good. Please people. If you thought Transformers was a good movie, go find another website to post your opinions.","Jul 24, 2007",1,/10
"I can't begin to describe the awesomeness contained in this movie. I went into the theatre a little apprehensive, feeling that Michael Bay wouldn't do the series justice. I was also relieved that Optimus Prime wasn't a lawnmower as had been previously thought. Apprehensive as I was, this movie did not fail on any conceivable level. Every thing that could have been done right was done right. Amazing CGI, great actors, great everything! In fact, it was so good, I'm already making plans to see it tomorrow and the end of the week. If you go to this movie and are disappointed, you will possibly be the only person on earth to feel that way. Most human brains can't process the amount of awesomeness in this movie. Go see it. Love it. See it again. You won't be disappointed, guaranteed.","Jul 3, 2007",10,/10
"Steven Spielberg was right. ""Transformers"" is a great fit for Michael Bay. The king of action, flashy effects, macho posturing, cornball humor and over-stylized photography should have been doing cartoon adaptations from the beginning. What seemed cheesy in ""The Island"" and over the top in ""Pearl Harbor"" mostly works in ""Transformers."" Much of it has to do with Shia Labouf's likability, a quick-paced and often-funny script and amazing special effects.Of course, the script doesn't offer much in the way of story (good robots plus bad robots equal big explosions). But it does give us some great action set pieces and one truly great Spielbergian sequence right in the middle of the film. Take a few friendly aliens, throw them in a boy's backyard, hide them from the parents and fend off the men in black, and you've got ""Close Encounters"" meets ""E.T."" meets ""The Lost World: Jurassic Park."" And Bay pulls it off with truly funny results.From that point on, however, it's all action. And that may be the film's biggest weakness... or greatest asset, depending on your perspective. Characters fall by the wayside, big story set-ups get cursory finales, and one particular death scene is rushed and quickly forgotten (especially strange for a director who loves dramatic music and slow motion photography).Most importantly, though, the robots are AWESOME. And THIS is why Spielberg hired Bay. The effects are real. The Autobots and Decepticons lumber, fly, battle, roar and smash. When they fight, you can feel the metal crunching, and when they fall, the ground shudders. But the frenetic fight choreography is both frustrating and exciting. Sometimes the film is way too cluttered with tangled robot arms and weapons, even if the chaos does add a real-world dimension to the effects' believability.Anyway, ""Transformers"" is two hours of good looking people shooting at cars and robots, running away from cars and robots, and watching cars and robots explode. And it's pure entertainment.Best part: check out the producers' ""f**k you"" to Volkswagen near the beginning of the film. Bernie Mac makes the scene.","Jun 28, 2007",8,/10
